slot,cik,company_name,ticker,industry,form_type,filing_date,accession_number,edgar_url,fiscal_year,source_url,raw_html_path
361,1048695,"F5, Inc.",FFIV,"Seattle, Washington",DEF 14A,2025-01-27,0001140361-25-002078,https://www.sec.gov/Archives/edgar/data/1048695/000114036125002078/ny20033495x1_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1048695/000114036125002078/ny20033495x1_def14a.htm,
362,814547,Fair Isaac,FICO,"Bozeman, Montana",DEF 14A,2024-01-10,0001193125-24-005936,https://www.sec.gov/Archives/edgar/data/814547/000119312524005936/d515999ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/814547/000119312524005936/d515999ddef14a.htm,
363,814547,Fair Isaac,FICO,"Bozeman, Montana",DEF 14A,2025-01-27,0001193125-25-013338,https://www.sec.gov/Archives/edgar/data/814547/000119312525013338/d886766ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/814547/000119312525013338/d886766ddef14a.htm,
364,1136893,Fidelity National Information Services,FIS,"Jacksonville, Florida",DEF 14A,2024-04-26,0001193125-24-118098,https://www.sec.gov/Archives/edgar/data/1136893/000119312524118098/d96146ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1136893/000119312524118098/d96146ddef14a.htm,
365,1136893,Fidelity National Information Services,FIS,"Jacksonville, Florida",DEF 14A,2025-04-28,0001136893-25-000047,https://www.sec.gov/Archives/edgar/data/1136893/000113689325000047/fis-20250428.htm,2024,https://www.sec.gov/Archives/edgar/data/1136893/000113689325000047/fis-20250428.htm,
366,798354,Fiserv,FISV,"Brookfield, Wisconsin",DEF 14A,2024-04-03,0001140361-24-017619,https://www.sec.gov/Archives/edgar/data/798354/000114036124017619/ny20017254x1_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/798354/000114036124017619/ny20017254x1_def14a.htm,
367,798354,Fiserv,FISV,"Brookfield, Wisconsin",DEF 14A,2025-04-02,0001140361-25-011869,https://www.sec.gov/Archives/edgar/data/798354/000114036125011869/ny20041471x1_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/798354/000114036125011869/ny20041471x1_def14a.htm,
368,35527,Fifth Third Bancorp,FITB,"Cincinnati, Ohio",DEF 14A,2024-03-05,0001193125-24-058164,https://www.sec.gov/Archives/edgar/data/35527/000119312524058164/d548826ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/35527/000119312524058164/d548826ddef14a.htm,
369,35527,Fifth Third Bancorp,FITB,"Cincinnati, Ohio",DEF 14A,2025-03-04,0001193125-25-045653,https://www.sec.gov/Archives/edgar/data/35527/000119312525045653/d901598ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/35527/000119312525045653/d901598ddef14a.htm,
370,1035983,Comfort Systems USA,FIX,"Houston, Texas",DEF 14A,2024-04-08,0001308179-24-000481,https://www.sec.gov/Archives/edgar/data/1035983/000130817924000481/lfix2024_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1035983/000130817924000481/lfix2024_def14a.htm,
371,1035983,Comfort Systems USA,FIX,"Houston, Texas",DEF 14A,2025-04-07,0001308179-25-000407,https://www.sec.gov/Archives/edgar/data/1035983/000130817925000407/fix435973-def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1035983/000130817925000407/fix435973-def14a.htm,
372,1754301,Fox Corporation(Class B),FOX,"New York City, New York",DEF 14A,2023-09-22,0001193125-23-240490,https://www.sec.gov/Archives/edgar/data/1754301/000119312523240490/d467449ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1754301/000119312523240490/d467449ddef14a.htm,
373,1754301,Fox Corporation(Class B),FOX,"New York City, New York",DEF 14A,2024-09-26,0001193125-24-226930,https://www.sec.gov/Archives/edgar/data/1754301/000119312524226930/d749416ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1754301/000119312524226930/d749416ddef14a.htm,
374,1754301,Fox Corporation(Class A),FOXA,"New York City, New York",DEF 14A,2023-09-22,0001193125-23-240490,https://www.sec.gov/Archives/edgar/data/1754301/000119312523240490/d467449ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1754301/000119312523240490/d467449ddef14a.htm,
375,1754301,Fox Corporation(Class A),FOXA,"New York City, New York",DEF 14A,2024-09-26,0001193125-24-226930,https://www.sec.gov/Archives/edgar/data/1754301/000119312524226930/d749416ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1754301/000119312524226930/d749416ddef14a.htm,
376,34903,Federal Realty Investment Trust,FRT,"Rockville, Maryland",DEF 14A,2024-03-22,0001193125-24-074608,https://www.sec.gov/Archives/edgar/data/34903/000119312524074608/d669267ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/34903/000119312524074608/d669267ddef14a.htm,
377,34903,Federal Realty Investment Trust,FRT,"Rockville, Maryland",DEF 14A,2025-03-28,0001193125-25-066328,https://www.sec.gov/Archives/edgar/data/34903/000119312525066328/d885813ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/34903/000119312525066328/d885813ddef14a.htm,
378,1274494,First Solar,FSLR,"Tempe, Arizona",DEF 14A,2024-03-28,0001274494-24-000018,https://www.sec.gov/Archives/edgar/data/1274494/000127449424000018/fslr-20240327.htm,2023,https://www.sec.gov/Archives/edgar/data/1274494/000127449424000018/fslr-20240327.htm,
379,1274494,First Solar,FSLR,"Tempe, Arizona",DEF 14A,2025-04-04,0001274494-25-000023,https://www.sec.gov/Archives/edgar/data/1274494/000127449425000023/fslr-20250404.htm,2024,https://www.sec.gov/Archives/edgar/data/1274494/000127449425000023/fslr-20250404.htm,
380,1262039,Fortinet,FTNT,"Sunnyvale, California",DEF 14A,2024-04-26,0001174947-24-000602,https://www.sec.gov/Archives/edgar/data/1262039/000117494724000602/ea0203970-01.htm,2023,https://www.sec.gov/Archives/edgar/data/1262039/000117494724000602/ea0203970-01.htm,
381,1262039,Fortinet,FTNT,"Sunnyvale, California",DEF 14A,2025-04-25,0001174947-25-000618,https://www.sec.gov/Archives/edgar/data/1262039/000117494725000618/ea0239232-01.htm,2024,https://www.sec.gov/Archives/edgar/data/1262039/000117494725000618/ea0239232-01.htm,
382,1659166,Fortive,FTV,"Everett, Washington",DEF 14A,2024-04-22,0001193125-24-104931,https://www.sec.gov/Archives/edgar/data/1659166/000119312524104931/d486820ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1659166/000119312524104931/d486820ddef14a.htm,
383,1659166,Fortive,FTV,"Everett, Washington",DEF 14A,2025-04-21,0000950170-25-056329,https://www.sec.gov/Archives/edgar/data/1659166/000095017025056329/ftv-20250421.htm,2024,https://www.sec.gov/Archives/edgar/data/1659166/000095017025056329/ftv-20250421.htm,
384,40533,General Dynamics,GD,"Reston, Virginia",DEF 14A,2024-03-22,0001308179-24-000257,https://www.sec.gov/Archives/edgar/data/40533/000130817924000257/lgd2024_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/40533/000130817924000257/lgd2024_def14a.htm,
385,40533,General Dynamics,GD,"Reston, Virginia",DEF 14A,2025-03-28,0001308179-25-000291,https://www.sec.gov/Archives/edgar/data/40533/000130817925000291/gd013194-def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/40533/000130817925000291/gd013194-def14a.htm,
386,1609711,GoDaddy,GDDY,"Tempe, Arizona",DEF 14A,2024-04-25,0001609711-24-000063,https://www.sec.gov/Archives/edgar/data/1609711/000160971124000063/gddy-20240425.htm,2023,https://www.sec.gov/Archives/edgar/data/1609711/000160971124000063/gddy-20240425.htm,
387,1609711,GoDaddy,GDDY,"Tempe, Arizona",DEF 14A,2025-04-24,0001609711-25-000070,https://www.sec.gov/Archives/edgar/data/1609711/000160971125000070/gddy-20250424.htm,2024,https://www.sec.gov/Archives/edgar/data/1609711/000160971125000070/gddy-20250424.htm,
388,40545,GE Aerospace,GE,"Evendale, Ohio",DEF 14A,2024-03-14,0001308179-24-000139,https://www.sec.gov/Archives/edgar/data/40545/000130817924000139/lge2024_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/40545/000130817924000139/lge2024_def14a.htm,
389,40545,GE Aerospace,GE,"Evendale, Ohio",DEF 14A,2025-03-13,0001308179-25-000114,https://www.sec.gov/Archives/edgar/data/40545/000130817925000114/ge4356871-def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/40545/000130817925000114/ge4356871-def14a.htm,
390,1932393,GE HealthCare,GEHC,"Chicago, Illinois",DEF 14A,2024-04-04,0001932393-24-000022,https://www.sec.gov/Archives/edgar/data/1932393/000193239324000022/gehc-20240404.htm,2023,https://www.sec.gov/Archives/edgar/data/1932393/000193239324000022/gehc-20240404.htm,
391,1932393,GE HealthCare,GEHC,"Chicago, Illinois",DEF 14A,2025-04-10,0001628280-25-017240,https://www.sec.gov/Archives/edgar/data/1932393/000162828025017240/gehc-20250409.htm,2024,https://www.sec.gov/Archives/edgar/data/1932393/000162828025017240/gehc-20250409.htm,
392,849399,Gen Digital,GEN,"Tempe, Arizona",DEF 14A,2024-07-29,0001140361-24-034509,https://www.sec.gov/Archives/edgar/data/849399/000114036124034509/ny20030351x1_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/849399/000114036124034509/ny20030351x1_def14a.htm,
393,1996810,GE Vernova,GEV,"Cambridge, Massachusetts",DEF 14A,2025-03-28,0001996810-25-000049,https://www.sec.gov/Archives/edgar/data/1996810/000199681025000049/gev-20250328.htm,2024,https://www.sec.gov/Archives/edgar/data/1996810/000199681025000049/gev-20250328.htm,
394,882095,Gilead Sciences,GILD,"Foster City, California",DEF 14A,2024-03-28,0001308179-24-000348,https://www.sec.gov/Archives/edgar/data/882095/000130817924000348/lgild2024_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/882095/000130817924000348/lgild2024_def14a.htm,
395,882095,Gilead Sciences,GILD,"Foster City, California",DEF 14A,2025-03-27,0001308179-25-000252,https://www.sec.gov/Archives/edgar/data/882095/000130817925000252/gild013520-def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/882095/000130817925000252/gild013520-def14a.htm,
396,40704,General Mills,GIS,"Golden Valley, Minnesota",DEF 14A,2024-08-12,0001308179-24-000692,https://www.sec.gov/Archives/edgar/data/40704/000130817924000692/lgis2024_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/40704/000130817924000692/lgis2024_def14a.htm,
397,320335,Globe Life,GL,"McKinney, Texas",DEF 14A,2024-03-18,0000320335-24-000010,https://www.sec.gov/Archives/edgar/data/320335/000032033524000010/gl-20240315.htm,2023,https://www.sec.gov/Archives/edgar/data/320335/000032033524000010/gl-20240315.htm,
398,320335,Globe Life,GL,"McKinney, Texas",DEF 14A,2025-03-18,0000320335-25-000022,https://www.sec.gov/Archives/edgar/data/320335/000032033525000022/gl-20250317.htm,2024,https://www.sec.gov/Archives/edgar/data/320335/000032033525000022/gl-20250317.htm,
399,24741,Corning Inc.,GLW,"Corning, New York",DEF 14A,2024-03-22,0001206774-24-000283,https://www.sec.gov/Archives/edgar/data/24741/000120677424000283/glw4258981-def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/24741/000120677424000283/glw4258981-def14a.htm,
400,24741,Corning Inc.,GLW,"Corning, New York",DEF 14A,2025-03-21,0001206774-25-000146,https://www.sec.gov/Archives/edgar/data/24741/000120677425000146/glw4400681_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/24741/000120677425000146/glw4400681_def14a.htm,
401,1467858,General Motors,GM,"Detroit, Michigan",DEF 14A,2024-04-24,0001193125-24-108581,https://www.sec.gov/Archives/edgar/data/1467858/000119312524108581/d648661ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1467858/000119312524108581/d648661ddef14a.htm,
402,1467858,General Motors,GM,"Detroit, Michigan",DEF 14A,2025-04-22,0001467858-25-000084,https://www.sec.gov/Archives/edgar/data/1467858/000146785825000084/gm-20250422.htm,2024,https://www.sec.gov/Archives/edgar/data/1467858/000146785825000084/gm-20250422.htm,
403,1474735,Generac,GNRC,"Waukesha, Wisconsin",DEF 14A,2024-04-29,0001104659-24-053993,https://www.sec.gov/Archives/edgar/data/1474735/000110465924053993/tm2333314-d4_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1474735/000110465924053993/tm2333314-d4_def14a.htm,
404,1474735,Generac,GNRC,"Waukesha, Wisconsin",DEF 14A,2025-04-29,0001104659-25-040848,https://www.sec.gov/Archives/edgar/data/1474735/000110465925040848/tm252305-2_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1474735/000110465925040848/tm252305-2_def14a.htm,
405,1652044,Alphabet Inc.(Class C),GOOG,"Mountain View, California",DEF 14A,2024-04-26,0001308179-24-000612,https://www.sec.gov/Archives/edgar/data/1652044/000130817924000612/lgoog2024_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1652044/000130817924000612/lgoog2024_def14a.htm,
406,1652044,Alphabet Inc.(Class C),GOOG,"Mountain View, California",DEF 14A,2025-04-25,0001308179-25-000511,https://www.sec.gov/Archives/edgar/data/1652044/000130817925000511/goog012701-def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1652044/000130817925000511/goog012701-def14a.htm,
407,1652044,Alphabet Inc.(Class A),GOOGL,"Mountain View, California",DEF 14A,2024-04-26,0001308179-24-000612,https://www.sec.gov/Archives/edgar/data/1652044/000130817924000612/lgoog2024_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1652044/000130817924000612/lgoog2024_def14a.htm,
408,1652044,Alphabet Inc.(Class A),GOOGL,"Mountain View, California",DEF 14A,2025-04-25,0001308179-25-000511,https://www.sec.gov/Archives/edgar/data/1652044/000130817925000511/goog012701-def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1652044/000130817925000511/goog012701-def14a.htm,
409,40987,Genuine Parts Company,GPC,"Atlanta, Georgia",DEF 14A,2024-03-01,0000040987-24-000037,https://www.sec.gov/Archives/edgar/data/40987/000004098724000037/gpc-20240229.htm,2023,https://www.sec.gov/Archives/edgar/data/40987/000004098724000037/gpc-20240229.htm,
410,40987,Genuine Parts Company,GPC,"Atlanta, Georgia",DEF 14A,2025-02-28,0000040987-25-000034,https://www.sec.gov/Archives/edgar/data/40987/000004098725000034/gpc-20250227.htm,2024,https://www.sec.gov/Archives/edgar/data/40987/000004098725000034/gpc-20250227.htm,
411,1123360,Global Payments,GPN,"Atlanta, Georgia",DEF 14A,2024-03-14,0001104659-24-034148,https://www.sec.gov/Archives/edgar/data/1123360/000110465924034148/tm2331241d3_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1123360/000110465924034148/tm2331241d3_def14a.htm,
412,1123360,Global Payments,GPN,"Atlanta, Georgia",DEF 14A,2025-03-13,0001104659-25-023451,https://www.sec.gov/Archives/edgar/data/1123360/000110465925023451/tm2428803-5_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1123360/000110465925023451/tm2428803-5_def14a.htm,
413,1121788,Garmin,GRMN,"Schaffhausen, Switzerland",DEF 14A,2024-04-24,0001308179-24-000568,https://www.sec.gov/Archives/edgar/data/1121788/000130817924000568/lgrmn2024_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1121788/000130817924000568/lgrmn2024_def14a.htm,
414,1121788,Garmin,GRMN,"Schaffhausen, Switzerland",DEF 14A,2025-04-23,0001308179-25-000480,https://www.sec.gov/Archives/edgar/data/1121788/000130817925000480/grmn013712-def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1121788/000130817925000480/grmn013712-def14a.htm,
415,886982,Goldman Sachs,GS,"New York City, New York",DEF 14A,2025-03-14,0001193125-25-054559,https://www.sec.gov/Archives/edgar/data/886982/000119312525054559/d863231ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/886982/000119312525054559/d863231ddef14a.htm,
416,277135,W. W. Grainger,GWW,"Lake Forest, Illinois",DEF 14A,2024-03-14,0001104659-24-034117,https://www.sec.gov/Archives/edgar/data/277135/000110465924034117/tm2324994d4_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/277135/000110465924034117/tm2324994d4_def14a.htm,
417,277135,W. W. Grainger,GWW,"Lake Forest, Illinois",DEF 14A,2025-03-07,0001104659-25-021496,https://www.sec.gov/Archives/edgar/data/277135/000110465925021496/tm2426764d7_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/277135/000110465925021496/tm2426764d7_def14a.htm,
418,45012,Halliburton,HAL,"Houston, Texas",DEF 14A,2024-04-02,0001308179-24-000414,https://www.sec.gov/Archives/edgar/data/45012/000130817924000414/lhal2024_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/45012/000130817924000414/lhal2024_def14a.htm,
419,45012,Halliburton,HAL,"Houston, Texas",DEF 14A,2025-04-01,0000045012-25-000025,https://www.sec.gov/Archives/edgar/data/45012/000004501225000025/hal-20250328.htm,2024,https://www.sec.gov/Archives/edgar/data/45012/000004501225000025/hal-20250328.htm,
420,46080,Hasbro,HAS,"Pawtucket, Rhode Island",DEF 14A,2024-04-03,0001193125-24-085438,https://www.sec.gov/Archives/edgar/data/46080/000119312524085438/d814749ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/46080/000119312524085438/d814749ddef14a.htm,
421,46080,Hasbro,HAS,"Pawtucket, Rhode Island",DEF 14A,2025-04-04,0001193125-25-072854,https://www.sec.gov/Archives/edgar/data/46080/000119312525072854/d913591ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/46080/000119312525072854/d913591ddef14a.htm,
422,49196,Huntington Bancshares,HBAN,"Columbus, Ohio;Detroit, Michigan",DEF 14A,2024-03-07,0001308179-24-000070,https://www.sec.gov/Archives/edgar/data/49196/000130817924000070/lhban2024_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/49196/000130817924000070/lhban2024_def14a.htm,
423,49196,Huntington Bancshares,HBAN,"Columbus, Ohio;Detroit, Michigan",DEF 14A,2025-03-06,0001308179-25-000044,https://www.sec.gov/Archives/edgar/data/49196/000130817925000044/hban013277-def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/49196/000130817925000044/hban013277-def14a.htm,
424,860730,HCA Healthcare,HCA,"Nashville, Tennessee",DEF 14A,2024-03-15,0001193125-24-069180,https://www.sec.gov/Archives/edgar/data/860730/000119312524069180/d874659ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/860730/000119312524069180/d874659ddef14a.htm,
425,860730,HCA Healthcare,HCA,"Nashville, Tennessee",DEF 14A,2025-03-14,0001193125-25-054832,https://www.sec.gov/Archives/edgar/data/860730/000119312525054832/d880090ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/860730/000119312525054832/d880090ddef14a.htm,
426,354950,Home Depot (The),HD,"Atlanta, Georgia",DEF 14A,2024-04-01,0000354950-24-000108,https://www.sec.gov/Archives/edgar/data/354950/000035495024000108/hd-20240401.htm,2023,https://www.sec.gov/Archives/edgar/data/354950/000035495024000108/hd-20240401.htm,
427,354950,Home Depot (The),HD,"Atlanta, Georgia",DEF 14A,2025-04-07,0000354950-25-000123,https://www.sec.gov/Archives/edgar/data/354950/000035495025000123/hd-20250407.htm,2024,https://www.sec.gov/Archives/edgar/data/354950/000035495025000123/hd-20250407.htm,
428,874766,Hartford (The),HIG,"Hartford, Connecticut",DEF 14A,2024-04-05,0000874766-24-000049,https://www.sec.gov/Archives/edgar/data/874766/000087476624000049/hig-20240405.htm,2023,https://www.sec.gov/Archives/edgar/data/874766/000087476624000049/hig-20240405.htm,
